source_type,source_id,target_type,target_id,relationships,description
Software,S0365,Technique,T1490,uses,"Subject uses the native Windows utilities object429, object430, and object431 to delete and disable operating system recovery features such as the Windows backup catalog and Windows Automatic Repair."
Software,S0366,Technique,T1490,uses,"Subject uses object432, object433, object434, and object435 to delete and disable operating system recovery features."
Software,S0366,Technique,T1489,uses,"Subject attempts to kill processes associated with Exchange, Microsoft SQL Server, and MySQL to make it possible to encrypt their data stores."
Group,G0064,Technique,T1203,uses,"Subject has attempted to exploit a known vulnerability in WinRAR , and attempted to gain remote code execution via a security bypass vulnerability ."
Group,G0064,Technique,T1040,uses,Subject has used SniffPass to collect credentials by sniffing network traffic.
Group,G0064,Technique,T1003.001,uses,"Subject has used a variety of publicly available tools like Subject, Subject, and ProcDump to dump credentials."
Group,G0064,Technique,T1560.001,uses,Subject has used WinRAR to compress data prior to exfil.
Group,G0064,Technique,T1105,uses,Subject has downloaded additional files and programs from its C2 server.
Group,G0064,Technique,T1059.001,uses,Subject has utilized PowerShell to download files from the C2 server and run various scripts.
Software,S0366,Technique,T1564.001,uses,Subject uses object436 to make some of its files hidden.
Group,G0082,Technique,T1565.003,uses,Subject has used DYEPACK.FOX to manipulate PDF data as it is accessed to remove traces of fraudulent SWIFT transactions from the data displayed to the end user.
Group,G0082,Technique,T1565.002,uses,Subject has used DYEPACK to manipulate SWIFT messages en route to a printer.
Group,G0082,Technique,T1565.001,uses,"Subject has used DYEPACK to create, delete, and alter records in databases used for SWIFT transactions."
Group,G0064,Technique,T1547.001,uses,"Subject has deployed a tool known as Subject to the Startup folder of a victim, and used Registry run keys to gain persistence."
Group,G0064,Technique,T1071.001,uses,Subject has used HTTP for command and control.
Group,G0064,Technique,T1048.003,uses,Subject has used FTP to exfiltrate files .
Group,G0064,Technique,T1053.005,uses,Subject has created a scheduled task to execute a .vbe file multiple times a day.
Group,G0082,Technique,T1561.002,uses,Subject has used a custom MBR wiper named BOOTWRECK to render systems inoperable.
Group,G0082,Technique,T1486,uses,Subject has used Hermes ransomware to encrypt files with AES256.
Group,G0082,Technique,T1485,uses,Subject has used a custom secure delete function to make deleted files unrecoverable.
Group,G0032,Technique,T1489,uses,Subject has stopped the MSExchangeIS service to render Exchange contents inaccessible to users.
Group,G0032,Technique,T1561.002,uses,Subject malware SHARPKNOT overwrites and deletes the Master Boot Record on the victim's machine and has possessed MBR wiper malware since at least 2009.
Group,G0032,Technique,T1561.001,uses,Subject has used malware like WhiskeyAlfa to overwrite the first 64MB of every drive with a mix of static and random buffers.
Group,G0032,Technique,T1561.001,uses,"A similar process is then used to wipe content in logical drives and, finally, attempt to wipe every byte of every sector on every drive."
Group,G0032,Technique,T1561.001,uses,WhiskeyBravo can be used to overwrite the first 4.9MB of physical drives.
Group,G0032,Technique,T1561.001,uses,WhiskeyDelta can overwrite the first 132MB or 1.5MB of each drive with random data from heap memory.
Group,G0032,Technique,T1485,uses,Subject has used a custom secure delete function to overwrite file contents with data from heap memory.
Group,G0050,Technique,T1564.001,uses,Subject's macOS backdoor hides the clientID file via a chflags function.
Group,G0050,Technique,T1070.004,uses,Subject's macOS backdoor can receive a “delete” command.
Group,G0050,Technique,T1222.002,uses,Subject's macOS backdoor changes the permission of the file it wants to execute to 755.
Software,S0370,Technique,T1027,uses,Subject has been seen using AES or DES to encrypt payloads and payload components.
Software,S0370,Technique,T1027.001,uses,Subject has used garbage code to pad some of its malware components.
Software,S0370,Technique,T1486,uses,Subject encrypts victim files using RSA-2048 encryption and demands a ransom be paid in Bitcoin to decrypt those files.
Software,S0370,Technique,T1070.004,uses,Subject has been seen deleting its own files and payloads to make analysis of the attack more difficult.
Software,S0370,Technique,T1059.003,uses,Subject uses custom batch scripts to execute some of its components.
Group,G0084,Technique,T1560.001,uses,"Subject has used WinZip, likely to archive data prior to exfiltration."
Group,G0088,Technique,T1036.005,uses,"Subject has renamed files to look like legitimate files, such as Windows update files or Schneider Electric application files."
Group,G0088,Technique,T1003.001,uses,"Subject has used Subject and a custom tool, SecHack, to harvest credentials."
Group,G0088,Technique,T1546.012,uses,Subject has modified and added entries within object437 to maintain persistence.
Group,G0088,Technique,T1053.005,uses,Subject has used scheduled task XML triggers.
Group,G0088,Technique,T1070.006,uses,Subject used timestomping to modify the $STANDARD_INFORMATION attribute on tools.
Group,G0088,Technique,T1070.004,uses,"Subject routinely deleted tools, logs, and other files after they were finished with them."
Group,G0088,Technique,T1074.001,uses,Subject has created staging folders in directories that were infrequently used by legitimate users or processes.
Group,G0088,Technique,T1021.004,uses,Subject has relied on encrypted SSH-based tunnels to transfer tools and for remote command/program execution.
Group,G0088,Technique,T1078,uses,Subject has used compromised VPN accounts.
Group,G0088,Technique,T1021.001,uses,Subject utilized RDP throughout an operation.
Group,G0088,Technique,T1133,uses,Subject has used a VPN to persist in the victim environment.
Software,S0371,Technique,T1003.002,uses,Subject has the ability to dump password hashes.
Software,S0371,Technique,T1547.001,uses,Subject can install a Registry Run key for persistence.
Software,S0371,Technique,T1546.003,uses,Subject can use WMI for persistence.
Software,S0371,Technique,T1059.001,uses,Subject is written in PowerShell.
Software,S0371,Technique,T1573.001,uses,Subject has used AES for encrypting C2 traffic.
Software,S0371,Technique,T1071.001,uses,Subject has used HTTP/HTTPS for C2 traffic.
Software,S0372,Technique,T1570,uses,"Subject has been observed moving around the victim network via SMB, indicating the actors behind this ransomware are manually copying files form computer to computer instead of self-propagating."
Software,S0372,Technique,T1070.004,uses,Subject has been observed deleting its original launcher after execution.
Software,S0372,Technique,T1486,uses,"Subject has encrypted files, including core Windows OS files, using RSA-OAEP MGF1 and then demanded Bitcoin be paid for the decryption key."
Software,S0367,Technique,T1057,uses,Subject has been observed enumerating local processes.
Group,G0064,Technique,T1132.001,uses,Subject has used base64 to encode command and control traffic.
Group,G0064,Technique,T1027,uses,Subject has used base64 to encode payloads.
Group,G0064,Technique,T1573.001,uses,Subject has used AES for encryption of command and control traffic.
Group,G0064,Technique,T1068,uses,Subject has used a publicly available exploit for CVE-2017-0213 to escalate privileges on a local system.
Software,S0373,Technique,T1057,uses,Subject searches for different processes on the system.
Software,S0373,Technique,T1027.002,uses,Subject uses a software packer called Pe123\RPolyCryptor.
Software,S0373,Technique,T1027,uses,"Subject obfuscates its JScript code, and has used an XOR-based algorithm to encrypt payloads twice with different keys."
Software,S0373,Technique,T1220,uses,Subject executes embedded JScript or VBScript in an XSL stylesheet located on a remote domain.
Software,S0373,Technique,T1140,uses,Subject uses a fromCharCode() deobfuscation method to avoid explicitly writing execution commands and to hide its code.
Software,S0373,Technique,T1115,uses,Subject collects information from the clipboard by using the OpenClipboard() and GetClipboardData() libraries.
Software,S0373,Technique,T1218.001,uses,Subject uses ActiveX objects for file execution and manipulation.
Software,S0373,Technique,T1047,uses,Subject uses WMIC to execute payloads.
